"","Name","Publisher","Puntajes Cr?ticos","Puntajes usuarios"
"3756","Billy Hatcher and the Giant Egg","Sega","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"3757","NHL 08","Electronic Arts","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"3758","WipEout Fusion","Sony Computer Entertainment","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"3759","Prison Break: The Conspiracy","Deep Silver","Puntajes Cr?ticos intermedio","Puntajes usuarios bajo"
"3760","NHL 06","Electronic Arts","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"3761","Anno 2205","Ubisoft","Puntajes Cr?ticos alto","Puntajes usuarios intermedio"
"3762","Ultimate Fighting Championship","Ubisoft","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"3763","XIII","Ubisoft","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"3764","Up","THQ","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"3765","Michael Jackson: The Experience","Ubisoft","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"3766","MotoGP '07","THQ","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"3767","Cars","THQ","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"3768","Hatsune Miku: Project Diva F 2nd","Sega","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"3769","Need for Speed Rivals","Electronic Arts","Puntajes Cr?ticos alto","Puntajes usuarios bajo"
"3770","The Mummy: Tomb of the Dragon Emperor","Vivendi Games","Puntajes Cr?ticos bajo","Puntajes usuarios alto"
"3771","Def Jam Vendetta","Electronic Arts","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"3772","The Sims 2","Electronic Arts","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"3773","Spider-Man: Web of Shadows","Activision","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"3774","The Bureau: XCOM Declassified","Take-Two Interactive","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"3775","World Series Baseball 2K3","Sega","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"3776","Tony Hawk's Proving Ground","Activision","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"3777","Indiana Jones and the Staff of Kings","Activision","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"3778","The Outfit","THQ","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"3779","Don King Presents: Prizefighter","Take-Two Interactive","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"3780","Devil Kings","Capcom","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"3781","Bolt","Disney Interactive Studios","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"3782","Spider-Man: Edge of Time","Activision","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"3783","L.A. Noire: The Complete Edition","Take-Two Interactive","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"3784","Dynasty Warriors 6","Tecmo Koei","Puntajes Cr?ticos intermedio","Puntajes usuarios intermedio"
"3785","America's Army: Rise of a Soldier","Ubisoft","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"3786","Grandia","Ubisoft","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"3787","Pirates of the Caribbean: The Legend of Jack Sparrow","Ubisoft","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"3788","Ed, Edd n Eddy: The Mis-Edventures","Midway Games","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"3789","Armored Core 4","505 Games","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"3790","SBK Superbike World Championship","Black Bean Games","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"3791","Indiana Jones and the Staff of Kings","Activision","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"3792","X-Men Origins: Wolverine","Activision","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"3793","Disgaea 2: Dark Hero Days","Nippon Ichi Software","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"3794","Major League Baseball 2K7","Spike","Puntajes Cr?ticos alto","Puntajes usuarios intermedio"
"3795","Final Fantasy XI: Chains of Promathia","Square Enix","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"3796","The Chronicles of Riddick: Assault on Dark Athena","Vivendi Games","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"3797","X-Men Legends II: Rise of Apocalypse","Activision","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"3798","TV Superstars","Sony Computer Entertainment","Puntajes Cr?ticos intermedio","Puntajes usuarios intermedio"
"3799","Family Guy: Back to the Multiverse","Activision","Puntajes Cr?ticos bajo","Puntajes usuarios intermedio"
"3800","Ninja Gaiden 3","Tecmo Koei","Puntajes Cr?ticos intermedio","Puntajes usuarios intermedio"
"3801","Sid Meier's Civilization VI","Take-Two Interactive","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"3802","Sword Art Online: Lost Song","Namco Bandai Games","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"3803","NBA Courtside 2002","Nintendo","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"3804","F1 2015","Codemasters","Puntajes Cr?ticos alto","Puntajes usuarios intermedio"
"3805","Sly Cooper: Thieves in Time","Sony Computer Entertainment Europe","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"3806","Digimon World: Data Squad","Namco Bandai Games","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"3807","Hitman: Absolution","Square Enix","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"3808","Stella Glow","Atlus","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"3809","Racquet Sports","Ubisoft","Puntajes Cr?ticos intermedio","Puntajes usuarios muy alto"
"3810","Trials Fusion","Ubisoft","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"3811","Mega Man X Collection","Unknown","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"3812","Far Cry Instincts Predator","Ubisoft","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"3813","Onechanbara Z2: Chaos","Nippon Ichi Software","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"3814","Skylanders SWAP Force","Activision","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"3815","Army Men: Sarge's Heroes 2","3DO","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"3816","MLB","Sony Computer Entertainment","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"3817","Skylanders: SuperChargers","Activision","Puntajes Cr?ticos alto","Puntajes usuarios intermedio"
"3818","Ys: Memories of Celceta","Nihon Falcom Corporation","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"3819","Britney's Dance Beat","THQ","Puntajes Cr?ticos alto","Puntajes usuarios intermedio"
"3820","Vexx","Acclaim Entertainment","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"3821","Samurai Warriors 4","Tecmo Koei","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"3822","Ace Combat: Assault Horizon Legacy","Namco Bandai Games","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"3823","TimeSplitters: Future Perfect","Electronic Arts","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"3824","Dynasty Warriors Next","Tecmo Koei","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"3825","Harvest Moon: Magical Melody","Ubisoft","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"3826","Genma Onimusha","Capcom","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"3827","DK: King of Swing","Nintendo","Puntajes Cr?ticos alto","Puntajes usuarios intermedio"
"3828","Turning Point: Fall of Liberty","Codemasters","Puntajes Cr?ticos intermedio","Puntajes usuarios intermedio"
"3829","Homefront","THQ","Puntajes Cr?ticos alto","Puntajes usuarios intermedio"
"3830","Corvette","TDK Mediactive","Puntajes Cr?ticos intermedio","Puntajes usuarios muy alto"
"3831","Percy Jackson and the Olympians: The Lightning Thief","Activision","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"3832","Fuel","Codemasters","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"3833","NBA Live 10","Electronic Arts","Puntajes Cr?ticos alto","Puntajes usuarios intermedio"
"3834","Burnout 2: Point of Impact","Acclaim Entertainment","Puntajes Cr?ticos muy alto","Puntajes usuarios intermedio"
"3835","Super Monkey Ball Deluxe","Sega","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"3836","Kill.Switch","Namco Bandai Games","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"3837","BioShock 2","Take-Two Interactive","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"3838","Lunar: Silver Star Harmony","GungHo","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"3839","Peter Jackson's King Kong: The Official Game of the Movie","Ubisoft","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"3840","Dancing With The Stars","Activision","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"3841","The Simpsons: Road Rage","Electronic Arts","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"3842","Dynasty Warriors 7","Tecmo Koei","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"3843","Total War: Attila","Sega","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"3844","Azurik: Rise of Perathia","Microsoft Game Studios","Puntajes Cr?ticos intermedio","Puntajes usuarios muy alto"
"3845","Dragon Ball Z: Sagas","Atari","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"3846","AC/DC LIVE: Rock Band Track Pack","MTV Games","Puntajes Cr?ticos intermedio","Puntajes usuarios intermedio"
"3847","Crash Tag Team Racing","Vivendi Games","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"3848","Asura's Wrath","Capcom","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"3849","Harvest Moon: Another Wonderful Life","Marvelous Interactive","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"3850","Final Fantasy Fables: Chocobo Tales","Ubisoft","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"3851","NCAA College Basketball 2K3","Sega","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"3852","NHL 17","Electronic Arts","Puntajes Cr?ticos alto","Puntajes usuarios bajo"
"3853","Bakugan: Battle Brawlers","Activision","Puntajes Cr?ticos intermedio","Puntajes usuarios intermedio"
"3854","Fantastic 4","Activision","Puntajes Cr?ticos alto","Puntajes usuarios bajo"
"3855","Tony Hawk's American Sk8land","Activision","Puntajes Cr?ticos alto","Puntajes usuarios intermedio"
"3856","Singularity","Unknown","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"3857","Metro 2033","THQ","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"3858","Valhalla Knights","Rising Star Games","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"3859","The Adventures of Tintin: The Game","Ubisoft","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"3860","Etrian Mystery Dungeon","Nippon Ichi Software","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"3861","Zumba Fitness: World Party","Majesco Entertainment","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"3862","Luminous Arc","Rising Star Games","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"3863","4x4 EVO 2","Gathering of Developers","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"3864","Grand Theft Auto","Take-Two Interactive","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"3865","Avalon Code","Rising Star Games","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"3866","Dreamcast Collection","Sega","Puntajes Cr?ticos intermedio","Puntajes usuarios intermedio"
"3867","Resident Evil Archives: Resident Evil Zero","Capcom","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"3868","Rocket League","505 Games","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"3869","My Street","Sony Computer Entertainment","Puntajes Cr?ticos intermedio","Puntajes usuarios bajo"
"3870","Spider-Man: Shattered Dimensions","Activision","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"3871","Ghost Rider","Take-Two Interactive","Puntajes Cr?ticos intermedio","Puntajes usuarios intermedio"
"3872","Shadow Hearts: Covenant","Midway Games","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"3873","X-Men: Destiny","Activision","Puntajes Cr?ticos intermedio","Puntajes usuarios intermedio"
"3874","Driver '76","Ubisoft","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"3875","Harry Potter and the Order of the Phoenix","Electronic Arts","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"3876","Midway Arcade Treasures: Extended Play","Midway Games","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"3877","Dynasty Warriors 6 Empires","Tecmo Koei","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"3878","The Testament of Sherlock Holmes","Focus Home Interactive","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"3879","FIFA World Cup Germany 2006","Electronic Arts","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"3880","NBA Live 14","Electronic Arts","Puntajes Cr?ticos intermedio","Puntajes usuarios bajo"
"3881","G.I. Joe: The Rise of Cobra","Electronic Arts","Puntajes Cr?ticos intermedio","Puntajes usuarios intermedio"
"3882","Game of Thrones","Focus Home Interactive","Puntajes Cr?ticos intermedio","Puntajes usuarios intermedio"
"3883","LEGO Marvel's Avengers","Warner Bros. Interactive Entertainment","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"3884","PDC World Championship Darts 2008","Oxygen Interactive","Puntajes Cr?ticos intermedio","Puntajes usuarios intermedio"
"3885","X-Men: Destiny","Activision","Puntajes Cr?ticos intermedio","Puntajes usuarios intermedio"
"3886","Pro Evolution Soccer 2014","Konami Digital Entertainment","Puntajes Cr?ticos alto","Puntajes usuarios intermedio"
"3887","Pure Futbol","Ubisoft","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"3888","Afro Samurai","Atari","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"3889","Ar tonelico Qoga: Knell of Ar Ciel","Tecmo Koei","Puntajes Cr?ticos alto","Puntajes usuarios intermedio"
"3890","NASCAR 08","Electronic Arts","Puntajes Cr?ticos intermedio","Puntajes usuarios muy alto"
"3891","Broken Sword: Shadow of the Templars - The Director's Cut","Ubisoft","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"3892","Divinity II: Ego Draconis","DTP Entertainment","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"3893","Birds of Steel","Konami Digital Entertainment","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"3894","DC Universe Online","Sony Online Entertainment","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"3895","Bakugan: Battle Brawlers","Activision","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"3896","Naruto: Path of the Ninja 2","Takara Tomy","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"3897","Karaoke Revolution Volume 2","Konami Digital Entertainment","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"3898","Prince of Persia: The Forgotten Sands","Ubisoft","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"3899","Disney's A Christmas Carol","Disney Interactive Studios","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"3900","NBA Live 15","Electronic Arts","Puntajes Cr?ticos intermedio","Puntajes usuarios intermedio"
"3901","NASCAR Thunder 2004","Electronic Arts","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"3902","Buffy the Vampire Slayer","Electronic Arts","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"3903","Harry Potter and the Goblet of Fire","Electronic Arts","Puntajes Cr?ticos alto","Puntajes usuarios intermedio"
"3904","Sands of Destruction","Sega","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"3905","Harry Potter and the Goblet of Fire","Electronic Arts","Puntajes Cr?ticos alto","Puntajes usuarios intermedio"
"3906","Viva Pinata: Party Animals","Microsoft Game Studios","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"3907","World Series Baseball","Sega","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"3908","Test Drive: Eve of Destruction","Atari","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"3909","Dynasty Warriors: Gundam Reborn","Tecmo Koei","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"3910","Hatsune Miku: Project Diva f","Sega","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"3911","The Legend of Heroes: Trails of Cold Steel","Nippon Ichi Software","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"3912","Jeremy McGrath Supercross World","Acclaim Entertainment","Puntajes Cr?ticos bajo","Puntajes usuarios bajo"
"3913","The Scorpion King: Rise of the Akkadian","Universal Interactive","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"3914","The Club","Sega","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"3915","Meteos","Nintendo","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"3916","Star Wars Jedi Knight II: Jedi Outcast","Activision","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"3917","Tom Clancy's Splinter Cell","Ubisoft","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"3918","Virtua Tennis 4","Sega","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"3919","ESPN NHL Hockey","Sega","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"3920","DiRT Showdown","Codemasters","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"3921","The Incredible Hulk: Ultimate Destruction","Vivendi Games","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"3922","Gundam Battle Assault","Namco Bandai Games","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"3923","XCOM 2","Take-Two Interactive","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"3924","Tony Hawk's Downhill Jam","Activision","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"3925","Cross Edge","Nippon Ichi Software","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"3926","The Lord of the Rings: Aragorn's Quest","Warner Bros. Interactive Entertainment","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"3927","Tribes: Aerial Assault","Unknown","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"3928","Looney Tunes: Acme Arsenal","Warner Bros. Interactive Entertainment","Puntajes Cr?ticos bajo","Puntajes usuarios intermedio"
"3929","Madagascar: Escape 2 Africa","Activision","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"3930","NBA 2K6","Take-Two Interactive","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"3931","NASCAR 08","Electronic Arts","Puntajes Cr?ticos intermedio","Puntajes usuarios intermedio"
"3932","Mafia","Take-Two Interactive","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"3933","Grand Slam Tennis 2","Electronic Arts","Puntajes Cr?ticos alto","Puntajes usuarios intermedio"
"3934","Dynasty Warriors: Strikeforce","Tecmo Koei","Puntajes Cr?ticos intermedio","Puntajes usuarios intermedio"
"3935","Airblade","Sony Computer Entertainment","Puntajes Cr?ticos alto","Puntajes usuarios intermedio"
"3936","Epic Mickey 2: The Power of Two","Disney Interactive Studios","Puntajes Cr?ticos intermedio","Puntajes usuarios intermedio"
