"","Name","Platform","Year_of_Release","Genre","Publisher","Developer","Rating","Ventas NA","Ventas EU","Ventas JP","Ventas otras","Ventas globales","Puntajes Cr?ticos","n? criticas criticos","Puntajes usuarios","n? cr?ticas usuarios"
"2614","Dragon Ball Z: Collectible Card Game","GBA","2002","Misc","Infogrames","ImaginEngine","E","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios intermedio","n? cr?ticas usuarios muy bajo"
"2615","Harry Potter and the Order of the Phoenix","Wii","2007","Action","Electronic Arts","EA Games","E10+","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"2616","The Sims 3: Ambitions","PC","2010","Simulation","Electronic Arts","EA Redwood Shores","T","nulas ventas en NA o sin informacion","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"2617","Disney's Kim Possible 3: Team Possible","GBA","2005","Platform","Disney Interactive Studios","Artificial Mind and Movement","E","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"2618","Rygar: The Legendary Adventure","PS2","2002","Action","Wanadoo","Tecmo","T","muy pocas ventas en NA","muy pocas Ventas en EU","muy pocas Ventas en JP","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos muy alto","n? criticas criticos bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"2619","Syphon Filter: Logan's Shadow","PSP","2007","Shooter","Sony Computer Entertainment","Sony Bend","T","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos muy alto","n? criticas criticos bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"2620","Kessen II","PS2","2001","Strategy","THQ","Koei","T","muy pocas ventas en NA","muy pocas Ventas en EU","muy pocas Ventas en JP","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"2621","Brothers In Arms: Earned in Blood","PS2","2005","Shooter","Ubisoft","Gearbox Software","M","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"2622","Dragon Ball Z: Sagas","PS2","2005","Fighting","Atari","Avalanche Software","T","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos intermedio","n? criticas criticos muy bajo","Puntajes usuarios intermedio","n? cr?ticas usuarios muy bajo"
"2623","MX vs. ATV: Alive","PS3","2011","Racing","THQ","THQ Digital Studio Phoenix","E","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"2624","NBA Live 07","X360","2006","Sports","Electronic Arts","EA Sports","E","muy pocas ventas en NA","Ventas en EU nulas o sin informacion","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos intermedio","n? criticas criticos bajo","Puntajes usuarios intermedio","n? cr?ticas usuarios muy bajo"
"2625","Brothers In Arms: Road to Hill 30","PS2","2005","Shooter","Ubisoft","Gearbox Software","M","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos muy alto","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"2626","The Legend of Spyro: Dawn of the Dragon","DS","2008","Platform","Vivendi Games","Etranges Libellules","E","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos intermedio","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"2627","The Mark of Kri","PS2","2002","Action","Sony Computer Entertainment","SCEA","M","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"2628","Need for Speed: Hot Pursuit","Wii","2010","Racing","Electronic Arts","Exient Entertainment","E10+","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos intermedio","n? criticas criticos muy bajo","Puntajes usuarios bajo","n? cr?ticas usuarios muy bajo"
"2629","Crash Nitro Kart","GBA","2003","Racing","Vivendi Games","Vicarious Visions","E","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"2630","Silent Hill: Downpour","PS3","2012","Action","Konami Digital Entertainment","Vatra","M","muy pocas ventas en NA","muy pocas Ventas en EU","muy pocas Ventas en JP","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"2631","Jak and Daxter: The Lost Frontier","PS2","2009","Platform","Sony Computer Entertainment","High Impact Games","E10+","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios intermedio","n? cr?ticas usuarios muy bajo"
"2632","Star Wars: Demolition","PS","2000","Racing","Activision","Luxoflux, Inc.","T","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"2633","Delta Force: Black Hawk Down","PS2","2005","Shooter","NovaLogic","Rebellion","T","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos intermedio","n? criticas criticos bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"2634",".hack//Outbreak Part 3","PS2","2002","Role-Playing","Atari","CyberConnect2","T","muy pocas ventas en NA","muy pocas Ventas en EU","muy pocas Ventas en JP","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"2635","MX vs. ATV Untamed","PS3","2007","Racing","THQ","Rainbow Studios","E","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"2636","Boom Blox Bash Party","Wii","2009","Puzzle","Electronic Arts","EA LA","E","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos muy alto","n? criticas criticos intermedio","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"2637","Top Spin","XB","2003","Sports","Microsoft Game Studios","Pam Development","E","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos muy alto","n? criticas criticos bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"2638","Brothers In Arms: D-Day","PSP","2006","Shooter","Ubisoft","Ubisoft Shanghai","M","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"2639","The Golden Compass","X360","2007","Action","Sega","Shiny Entertainment","E10+","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos intermedio","n? criticas criticos bajo","Puntajes usuarios intermedio","n? cr?ticas usuarios muy bajo"
"2640","Tomb Raider: Legend","PSP","2006","Action","Eidos Interactive","Buzz Monkey","T","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"2641","Just Dance 2014","XOne","2013","Misc","Ubisoft","Ubisoft","E10+","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"2642","Enter the Matrix","GC","2003","Action","Atari","Shiny Entertainment","T","muy pocas ventas en NA","muy pocas Ventas en EU","muy pocas Ventas en JP","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"2643","LEGO The Hobbit","X360","2014","Action","Warner Bros. Interactive Entertainment","TT Games","E10+","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"2644","PlayStation All-Stars Battle Royale","PSV","2012","Action","Sony Computer Entertainment","Bluepoint Games","T","muy pocas ventas en NA","muy pocas Ventas en EU","muy pocas Ventas en JP","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"2645","The Powerpuff Girls: Relish Rampage","PS2","2002","Action","BAM! Entertainment","VIS Entertainment","E","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos intermedio","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"2646","Bleach: The Blade of Fate","DS","2006","Fighting","Sega","Treasure","T","muy pocas ventas en NA","muy pocas Ventas en EU","muy pocas Ventas en JP","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos muy alto","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"2647","The Chronicles of Riddick: Escape from Butcher Bay","XB","N/A","Shooter","Vivendi Games","Starbreeze","M","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos muy alto","n? criticas criticos alto","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"2648","NFL Head Coach","PS2","2006","Sports","Electronic Arts","EA Tiburon","E","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"2649","Tomb Raider: Underworld","Wii","2008","Action","Eidos Interactive","Crystal Dynamics","T","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"2650","Area 51","PS2","2005","Shooter","Midway Games","Midway Studios - Austin","M","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"2651","NHL 2005","PS2","2004","Sports","Electronic Arts","EA Sports","E","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"2652","The New York Times Crosswords","DS","2007","Puzzle","Majesco Entertainment","BudCat","T","muy pocas ventas en NA","Ventas en EU nulas o sin informacion","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"2653","Star Wars Jedi Knight: Jedi Academy","XB","2003","Shooter","Activision","Vicarious Visions","T","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"2654","Dynasty Warriors: Strikeforce","PSP","2009","Action","Ubisoft Annecy","Omega Force","T","muy pocas ventas en NA","muy pocas Ventas en EU","muy pocas Ventas en JP","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"2655","Brain Challenge","DS","2008","Misc","Ubisoft","Ubisoft","E","muy pocas ventas en NA","Ventas en EU nulas o sin informacion","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"2656","Enemy Territory: Quake Wars","X360","2008","Shooter","Activision","Nerve Software","T","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos alto","n? criticas criticos intermedio","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"2657","Major League Baseball 2K11","X360","2011","Sports","Take-Two Interactive","Visual Concepts","E","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"2658","Burnout Dominator","PSP","2007","Racing","Electronic Arts","Criterion Games","E10+","muy pocas ventas en NA","muy pocas Ventas en EU","muy pocas Ventas en JP","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"2659","Crash of the Titans","Wii","2007","Action","Vivendi Games","Radical Entertainment","E10+","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios intermedio","n? cr?ticas usuarios muy bajo"
"2660","Red Faction: Armageddon","PS3","2011","Shooter","THQ","Volition Inc.","M","muy pocas ventas en NA","muy pocas Ventas en EU","muy pocas Ventas en JP","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos alto","n? criticas criticos intermedio","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"2661","Tekken Advance","GBA","2001","Fighting","Infogrames","Eighting/Raizing","T","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos muy alto","n? criticas criticos muy bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"2662","Shin Megami Tensei: Persona 3","PS2","2006","Role-Playing","Tecmo Koei","Atlus Co.","M","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos muy alto","n? criticas criticos intermedio","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
